country|year|pib|life_expect|murderers|population
Cote d'Ivoire|1823|891|31.2||1080000
Cote d'Ivoire|1824|894|31.2||1080000
Cote d'Ivoire|1825|898|31.2||1080000
Cote d'Ivoire|1826|901|31.2||1080000
Cote d'Ivoire|1827|905|31.2||1080000
Cote d'Ivoire|1828|909|31.2||1070000
Cote d'Ivoire|1829|912|31.2||1070000
Cote d'Ivoire|1830|916|31.2||1070000
Cote d'Ivoire|1831|920|31.2||1070000
Cote d'Ivoire|1832|923|31.2||1070000
Cote d'Ivoire|1833|927|31.2||1060000
Cote d'Ivoire|1834|931|31.2||1060000
Cote d'Ivoire|1835|934|31.2||1060000
Cote d'Ivoire|1836|938|31.2||1060000
Cote d'Ivoire|1837|942|31.2||1060000
Cote d'Ivoire|1838|946|31.2||1060000
Cote d'Ivoire|1839|950|31.2||1050000
Cote d'Ivoire|1840|953|31.2||1050000
Cote d'Ivoire|1841|957|31.2||1050000
Cote d'Ivoire|1842|961|31.2||1050000
Cote d'Ivoire|1843|965|31.2||1050000
Cote d'Ivoire|1844|969|31.2||1040000
Cote d'Ivoire|1845|973|31.2||1040000
Cote d'Ivoire|1846|976|31.2||1040000
Cote d'Ivoire|1847|980|31.2||1040000
Cote d'Ivoire|1848|984|31.2||1040000
Cote d'Ivoire|1849|988|31.2||1040000
Cote d'Ivoire|1850|992|31.2||1040000
Cote d'Ivoire|1851|996|31.2||1040000
Cote d'Ivoire|1852|1000|31.2||1050000
Cote d'Ivoire|1853|1000|31.2||1060000
Cote d'Ivoire|1854|1010|31.2||1070000
Cote d'Ivoire|1855|1010|31.2||1070000
Cote d'Ivoire|1856|1020|31.2||1080000
Cote d'Ivoire|1857|1020|31.2||1090000
Cote d'Ivoire|1858|1030|31.2||1100000
Cote d'Ivoire|1859|1030|31.2||1110000
Cote d'Ivoire|1860|1030|31.2||1110000
Cote d'Ivoire|1861|1040|31.2||1120000
Cote d'Ivoire|1862|1040|31.2||1130000
Cote d'Ivoire|1863|1050|31.2||1140000
Cote d'Ivoire|1864|1050|31.2||1140000
Cote d'Ivoire|1865|1050|31.2||1150000
Cote d'Ivoire|1866|1060|31.2||1160000
Cote d'Ivoire|1867|1060|31.2||1170000
Cote d'Ivoire|1868|1070|31.2||1170000
Cote d'Ivoire|1869|1070|31.2||1180000
Cote d'Ivoire|1870|1080|31.2||1190000
Cote d'Ivoire|1871|1080|31.2||1200000
Cote d'Ivoire|1872|1080|31.3||1210000
Cote d'Ivoire|1873|1090|31.3||1220000
Cote d'Ivoire|1874|1090|31.4||1230000
Cote d'Ivoire|1875|1100|31.4||1240000
Cote d'Ivoire|1876|1100|31.5||1250000
Cote d'Ivoire|1877|1110|31.5||1250000
Cote d'Ivoire|1878|1110|31.6||1260000
Cote d'Ivoire|1879|1110|31.6||1270000
Cote d'Ivoire|1880|1120|31.7||1280000
Cote d'Ivoire|1881|1120|31.7||1290000
Cote d'Ivoire|1882|1130|31.8||1300000
Cote d'Ivoire|1883|1130|31.8||1310000
Cote d'Ivoire|1884|1140|31.9||1310000
Cote d'Ivoire|1885|1140|31.9||1320000
Cote d'Ivoire|1886|1150|32.0||1330000
Cote d'Ivoire|1887|1150|32.0||1330000
Cote d'Ivoire|1888|1160|32.1||1340000
Cote d'Ivoire|1889|1160|32.1||1350000
Cote d'Ivoire|1890|1160|32.2||1360000
Cote d'Ivoire|1891|1170|32.2||1370000
Cote d'Ivoire|1892|1170|32.3||1380000
Cote d'Ivoire|1893|1180|32.3||1390000
Cote d'Ivoire|1894|1180|32.4||1400000
Cote d'Ivoire|1895|1190|32.4||1410000
Cote d'Ivoire|1896|1190|32.5||1420000
Cote d'Ivoire|1897|1200|32.5||1430000
Cote d'Ivoire|1898|1200|32.6||1440000
Cote d'Ivoire|1899|1210|32.6||1450000
Cote d'Ivoire|1900|1210|32.7||1460000
Cote d'Ivoire|1901|1220|32.7||1470000
Cote d'Ivoire|1902|1220|32.8||1480000
Cote d'Ivoire|1903|1230|32.8||1480000
Cote d'Ivoire|1904|1230|32.9||1490000
Cote d'Ivoire|1905|1240|32.9||1500000
Cote d'Ivoire|1906|1240|33.0||1500000
Cote d'Ivoire|1907|1250|33.0||1510000
Cote d'Ivoire|1908|1250|33.1||1520000
Cote d'Ivoire|1909|1260|33.1||1520000
Cote d'Ivoire|1910|1260|33.2||1530000
Cote d'Ivoire|1911|1270|33.2||1540000
Cote d'Ivoire|1912|1270|33.3||1550000
Cote d'Ivoire|1913|1280|33.3||1560000
Cote d'Ivoire|1914|1290|33.4||1570000
Cote d'Ivoire|1915|1310|33.4||1580000
Cote d'Ivoire|1916|1330|33.5||1590000
Cote d'Ivoire|1917|1340|33.5||1600000
Cote d'Ivoire|1918|1360|13.0||1610000
Cote d'Ivoire|1919|1380|33.6||1630000
Cote d'Ivoire|1920|1390|33.7||1640000
Cote d'Ivoire|1921|1420|33.7||1660000
Cote d'Ivoire|1922|1450|33.8||1680000
Cote d'Ivoire|1923|1480|33.8||1710000
Cote d'Ivoire|1924|1510|33.9||1730000
Cote d'Ivoire|1925|1540|33.9||1760000
Cote d'Ivoire|1926|1570|34.0||1780000
Cote d'Ivoire|1927|1600|34.0||1810000
Cote d'Ivoire|1928|1630|34.1||1840000
Cote d'Ivoire|1929|1670|34.1||1870000
Cote d'Ivoire|1930|1700|34.2||1890000
Cote d'Ivoire|1931|1730|34.2||1920000
Cote d'Ivoire|1932|1770|34.3||1950000
Cote d'Ivoire|1933|1800|34.3||1970000
Cote d'Ivoire|1934|1840|34.4||2000000
Cote d'Ivoire|1935|1870|34.4||2030000
Cote d'Ivoire|1936|1910|34.5||2060000
Cote d'Ivoire|1937|1950|34.5||2090000
Cote d'Ivoire|1938|1990|34.6||2120000
Cote d'Ivoire|1939|2020|34.6||2150000
Cote d'Ivoire|1940|2060|34.7||2180000
Cote d'Ivoire|1941|2100|34.7||2220000
Cote d'Ivoire|1942|2140|34.8||2260000
Cote d'Ivoire|1943|2180|34.8||2300000
Cote d'Ivoire|1944|2230|34.9||2340000
Cote d'Ivoire|1945|2270|35.0||2380000
Cote d'Ivoire|1946|2310|35.0||2420000
Cote d'Ivoire|1947|2360|35.0||2470000
Cote d'Ivoire|1948|2400|35.1||2510000
Cote d'Ivoire|1949|2450|35.1||2570000
Cote d'Ivoire|1950|2490|35.2||2630000
Cote d'Ivoire|1951|2530|35.5||2690000
Cote d'Ivoire|1952|2570|36.1||2760000
Cote d'Ivoire|1953|2610|36.7||2840000
Cote d'Ivoire|1954|2660|37.4||2920000
Cote d'Ivoire|1955|2700|38.1||3000000
Cote d'Ivoire|1956|2740|38.9||3090000
Cote d'Ivoire|1957|2780|39.7||3180000
Cote d'Ivoire|1958|2820|40.5||3280000
Cote d'Ivoire|1959|2850|41.4||3390000
Cote d'Ivoire|1960|3010|42.3||3500000
Cote d'Ivoire|1961|3180|43.1||3630000
Cote d'Ivoire|1962|3210|43.9||3770000
Cote d'Ivoire|1963|3590|44.7||3920000
Cote d'Ivoire|1964|4070|45.5||4070000
Cote d'Ivoire|1965|3820|46.3||4230000
Cote d'Ivoire|1966|3940|47.1||4380000
Cote d'Ivoire|1967|3810|47.9||4540000
Cote d'Ivoire|1968|4200|48.8||4710000
Cote d'Ivoire|1969|4170|49.8||4900000
Cote d'Ivoire|1970|4400|50.8||5100000
Cote d'Ivoire|1971|4400|51.4||5330000
Cote d'Ivoire|1972|4420|51.9||5580000
Cote d'Ivoire|1973|4560|52.4||5840000
Cote d'Ivoire|1974|4510|52.9||6120000
Cote d'Ivoire|1975|4330|53.4||6410000
Cote d'Ivoire|1976|4650|53.9||6710000
Cote d'Ivoire|1977|4680|54.4||7030000
Cote d'Ivoire|1978|4950|54.9||7350000
Cote d'Ivoire|1979|4860|55.4||7690000
Cote d'Ivoire|1980|5050|55.8||8030000
Cote d'Ivoire|1981|5040|56.1||8390000
Cote d'Ivoire|1982|4870|56.1||8760000
Cote d'Ivoire|1983|4520|56.2||9140000
Cote d'Ivoire|1984|4220|56.1||9530000
Cote d'Ivoire|1985|4280|56.2||9920000
Cote d'Ivoire|1986|4260|56.2||10300000
Cote d'Ivoire|1987|4050|55.9||10700000
Cote d'Ivoire|1988|3840|55.5||11100000
Cote d'Ivoire|1989|3690|55.1||11500000
Cote d'Ivoire|1990|3290|54.8|223.0|11900000
Cote d'Ivoire|1991|3170|54.2|232.0|12400000
Cote d'Ivoire|1992|3050|53.5|245.0|12800000
Cote d'Ivoire|1993|2940|52.8|263.0|13300000
Cote d'Ivoire|1994|2860|52.2|278.0|13700000
Cote d'Ivoire|1995|2970|51.7|294.0|14200000
Cote d'Ivoire|1996|3100|51.6|305.0|14700000
Cote d'Ivoire|1997|3110|51.7|312.0|15100000
Cote d'Ivoire|1998|3170|51.8|324.0|15600000
Cote d'Ivoire|1999|3130|52.0|334.0|16000000
Cote d'Ivoire|2000|2990|52.3|344.0|16500000
Cote d'Ivoire|2001|2920|52.7|347.0|16900000
Cote d'Ivoire|2002|2810|52.9|350.0|17200000
Cote d'Ivoire|2003|2710|53.3|357.0|17600000
Cote d'Ivoire|2004|2690|53.7|365.0|18000000
Cote d'Ivoire|2005|2680|54.2|370.0|18400000
Cote d'Ivoire|2006|2660|54.9|384.0|18800000
Cote d'Ivoire|2007|2650|55.5|389.0|19200000
Cote d'Ivoire|2008|2660|56.3|397.0|19600000
Cote d'Ivoire|2009|2680|57.0|408.0|20100000
Cote d'Ivoire|2010|2670|57.4|420.0|20500000
Cote d'Ivoire|2011|2500|58.0|437.0|21000000
Cote d'Ivoire|2012|2700|58.9|460.0|21500000
Cote d'Ivoire|2013|2860|59.6|476.0|22100000
Cote d'Ivoire|2014|3040|60.2|484.0|22600000
Cote d'Ivoire|2015|3230|61.0|492.0|23200000
Cote d'Ivoire|2016|3400|61.7|497.0|23800000
Cote d'Ivoire|2017|3570|62.5||24400000
Cote d'Ivoire|2018|3730|62.9||25100000
Cote d'Ivoire|2019|3910|63.3||25700000
Cote d'Ivoire|2020|4090|63.7||26400000
Cote d'Ivoire|2021|4270|64.0||27100000
Cote d'Ivoire|2022|4440|64.3||27700000
Cote d'Ivoire|2023|4610|64.6||28400000
Cote d'Ivoire|2024|4780|64.8||29200000
Cote d'Ivoire|2025|4950|65.1||29900000
Cote d'Ivoire|2026|5120|65.4||30600000
Cote d'Ivoire|2027|5280|65.6||31400000
Cote d'Ivoire|2028|5440|65.9||32100000
Cote d'Ivoire|2029|5580|66.1||32900000
Cote d'Ivoire|2030|5710|66.3||33700000
Cote d'Ivoire|2031|5840|66.6||34500000
Cote d'Ivoire|2032|5970|66.8||35300000
Cote d'Ivoire|2033|6090|67.0||36100000
Cote d'Ivoire|2034|6220|67.3||36900000
Cote d'Ivoire|2035|6350|67.5||37800000
Cote d'Ivoire|2036|6470|67.7||38600000
Cote d'Ivoire|2037|6610|67.9||39500000
Cote d'Ivoire|2038|6740|68.1||40300000
Cote d'Ivoire|2039|6880|68.3||41200000
Cote d'Ivoire|2040|7020|68.5||42100000
Cote d'Ivoire|2041||68.6||43000000
Cote d'Ivoire|2042||68.8||43900000
Cote d'Ivoire|2043||69.0||44800000
Cote d'Ivoire|2044||69.2||45700000
Cote d'Ivoire|2045||69.3||46600000
Cote d'Ivoire|2046||69.5||47500000
Cote d'Ivoire|2047||69.7||48400000
Cote d'Ivoire|2048||69.9||49400000
Cote d'Ivoire|2049||70.0||50300000
Cote d'Ivoire|2050||70.2||51300000
Cote d'Ivoire|2051||70.4||52200000
Cote d'Ivoire|2052||70.5||53200000
Cote d'Ivoire|2053||70.7||54100000
Cote d'Ivoire|2054||70.8||55100000
Cote d'Ivoire|2055||71.0||56100000
Cote d'Ivoire|2056||71.2||57000000
Cote d'Ivoire|2057||71.3||58000000
Cote d'Ivoire|2058||71.5||59000000
Cote d'Ivoire|2059||71.6||59900000
Cote d'Ivoire|2060||71.8||60900000
Cote d'Ivoire|2061||71.9||61900000
Cote d'Ivoire|2062||72.0||62900000
Cote d'Ivoire|2063||72.2||63900000
Cote d'Ivoire|2064||72.3||64800000
Cote d'Ivoire|2065||72.5||65800000
Cote d'Ivoire|2066||72.6||66800000
Cote d'Ivoire|2067||72.8||67700000
Cote d'Ivoire|2068||72.9||68700000
Cote d'Ivoire|2069||73.0||69700000
Cote d'Ivoire|2070||73.2||70600000
Cote d'Ivoire|2071||73.3||71600000
Cote d'Ivoire|2072||73.4||72600000
Cote d'Ivoire|2073||73.6||73500000
Cote d'Ivoire|2074||73.7||74500000
Cote d'Ivoire|2075||73.8||75400000
Cote d'Ivoire|2076||74.0||76400000
Cote d'Ivoire|2077||74.1||77300000
Cote d'Ivoire|2078||74.3||78200000
Cote d'Ivoire|2079||74.4||79100000
Cote d'Ivoire|2080||74.5||80100000
Cote d'Ivoire|2081||74.7||81000000
Cote d'Ivoire|2082||74.8||81900000
Cote d'Ivoire|2083||74.9||82800000
Cote d'Ivoire|2084||75.0||83700000
Cote d'Ivoire|2085||75.2||84600000
Cote d'Ivoire|2086||75.3||85400000
Cote d'Ivoire|2087||75.4||86300000
Cote d'Ivoire|2088||75.6||87200000
Cote d'Ivoire|2089||75.7||88000000
Cote d'Ivoire|2090||75.8||88800000
Cote d'Ivoire|2091||76.0||89700000
Cote d'Ivoire|2092||76.1||90500000
Cote d'Ivoire|2093||76.2||91300000
Cote d'Ivoire|2094||76.3||92100000
Cote d'Ivoire|2095||76.5||92900000
Cote d'Ivoire|2096||76.6||93700000
Cote d'Ivoire|2097||76.7||94400000
Cote d'Ivoire|2098||76.9||95200000
Cote d'Ivoire|2099||77.0||95900000
Cote d'Ivoire|2100||77.1||96600000
Croatia|1800|1080|36.1||1230000
Croatia|1801|1090|36.1||1230000
Croatia|1802|1100|36.1||1230000
Croatia|1803|1110|36.1||1230000
Croatia|1804|1120|36.1||1230000
Croatia|1805|1130|36.1||1230000
Croatia|1806|1140|36.1||1230000
Croatia|1807|1150|36.1||1230000
Croatia|1808|1160|36.1||1230000
Croatia|1809|1170|36.1||1230000
Croatia|1810|1180|36.1||1230000
Croatia|1811|1190|36.1||1230000
Croatia|1812|1200|36.1||1230000
Croatia|1813|1220|36.1||1230000
Croatia|1814|1240|36.1||1230000
Croatia|1815|1260|36.1||1230000
Croatia|1816|1280|36.1||1230000
Croatia|1817|1300|36.1||1230000
Croatia|1818|1320|36.1||1230000
Croatia|1819|1340|36.1||1230000
Croatia|1820|1350|36.1||1230000
Croatia|1821|1360|36.1||1240000
Croatia|1822|1370|36.1||1250000
Croatia|1823|1380|36.1||1260000
Croatia|1824|1400|36.1||1270000
Croatia|1825|1410|36.1||1280000
Croatia|1826|1420|36.1||1290000
Croatia|1827|1430|36.1||1310000
Croatia|1828|1440|36.1||1320000
Croatia|1829|1450|36.1||1330000
Croatia|1830|1470|36.1||1340000
Croatia|1831|1480|36.1||1350000
Croatia|1832|1490|36.1||1360000
Croatia|1833|1500|36.1||1380000
Croatia|1834|1510|36.1||1390000
Croatia|1835|1530|36.1||1400000
Croatia|1836|1540|36.1||1410000
Croatia|1837|1550|36.1||1430000
Croatia|1838|1560|36.1||1440000
Croatia|1839|1580|36.1||1450000
Croatia|1840|1590|36.1||1460000
Croatia|1841|1600|36.1||1480000
Croatia|1842|1620|36.1||1490000
Croatia|1843|1630|36.1||1500000
Croatia|1844|1640|36.1||1520000
Croatia|1845|1660|36.1||1530000
Croatia|1846|1670|36.1||1540000
Croatia|1847|1680|36.1||1560000
Croatia|1848|1700|36.1||1570000
Croatia|1849|1710|36.1||1580000
Croatia|1850|1730|36.1||1600000
Croatia|1851|1730|36.1||1610000
Croatia|1852|1740|36.1||1630000
Croatia|1853|1750|36.1||1640000
Croatia|1854|1750|36.1||1650000
Croatia|1855|1760|36.1||1670000
Croatia|1856|1770|36.1||1680000
Croatia|1857|1770|36.1||1700000
Croatia|1858|1780|36.1||1710000
Croatia|1859|1790|36.1||1730000
Croatia|1860|1790|36.1||1750000
Croatia|1861|1800|36.1||1760000
Croatia|1862|1810|36.1||1780000
Croatia|1863|1820|36.1||1790000
Croatia|1864|1820|36.1||1810000
Croatia|1865|1830|36.1||1820000
Croatia|1866|1840|36.1||1840000
Croatia|1867|1840|36.1||1860000
Croatia|1868|1850|36.1||1870000
Croatia|1869|1860|36.1||1890000
Croatia|1870|1870|36.1||1910000
Croatia|1871|1900|36.1||1920000
Croatia|1872|1930|36.1||1940000
Croatia|1873|1960|36.1||1960000
Croatia|1874|2000|36.1||1980000
Croatia|1875|2030|36.1||1990000
Croatia|1876|2070|36.1||2010000
Croatia|1877|2100|36.1||2030000
Croatia|1878|2140|36.1||2050000
Croatia|1879|2180|36.1||2060000
Croatia|1880|2220|36.1||2080000
Croatia|1881|2250|36.1||2100000
Croatia|1882|2290|36.1||2120000
Croatia|1883|2330|36.1||2140000
Croatia|1884|2370|36.1||2160000
Croatia|1885|2420|36.1||2180000
Croatia|1886|2460|36.1||2200000
Croatia|1887|2500|36.1||2220000
Croatia|1888|2540|36.1||2240000
Croatia|1889|2590|36.1||2260000
Croatia|1890|2630|36.1||2280000
Croatia|1891|2650|36.1||2300000
Croatia|1892|2670|36.1||2320000
Croatia|1893|2690|36.1||2340000
Croatia|1894|2710|36.1||2360000
Croatia|1895|2730|36.1||2380000
Croatia|1896|2740|36.1||2400000
Croatia|1897|2760|36.1||2420000
Croatia|1898|2780|36.1||2440000
Croatia|1899|2800|36.1||2460000
Croatia|1900|2820|36.1||2490000
Croatia|1901|2870|36.1||2510000
Croatia|1902|2910|36.1||2530000
Croatia|1903|2960|36.1||2550000
Croatia|1904|3010|36.1||2580000
Croatia|1905|3060|36.1||2600000
Croatia|1906|3110|36.1||2620000
Croatia|1907|3160|36.1||2650000
Croatia|1908|3210|36.1||2670000
Croatia|1909|3260|36.1||2690000
Croatia|1910|3310|36.1||2720000
Croatia|1911|3310|36.1||2740000
Croatia|1912|3310|36.1||2760000
Croatia|1913|3310|36.1||2790000
Croatia|1914|3300|36.1||2810000
Croatia|1915|3290|36.1||2840000
Croatia|1916|3280|36.1||2860000
Croatia|1917|3270|36.1||2890000
Croatia|1918|3260|14.0||2920000
Croatia|1919|3250|36.1||2940000
Croatia|1920|3240|36.1||2970000
Croatia|1921|3270|36.9||2990000
Croatia|1922|3320|37.7||3020000
Croatia|1923|3420|38.5||3050000
Croatia|1924|3590|39.3||3070000
Croatia|1925|3690|40.1||3100000
Croatia|1926|3870|40.9||3130000
Croatia|1927|3730|41.7||3150000
Croatia|1928|3980|42.5||3180000
Croatia|1929|4110|43.3||3210000
Croatia|1930|3950|44.1||3240000
Croatia|1931|3750|44.9||3270000
Croatia|1932|3340|45.7||3300000
Croatia|1933|3370|46.5||3320000
Croatia|1934|3430|47.3||3350000
Croatia|1935|3310|48.1||3380000
Croatia|1936|3660|48.9||3410000
Croatia|1937|3650|49.7||3440000
Croatia|1938|3860|50.5||3470000
Croatia|1939|4000|51.3||3500000
Croatia|1940|3940|52.1||3540000
Croatia|1941|3880|41.6||3570000
Croatia|1942|3820|38.1||3600000
Croatia|1943|3760|35.7||3630000
Croatia|1944|3700|34.1||3660000
Croatia|1945|3640|36.7||3690000
Croatia|1946|3590|50.0||3730000
Croatia|1947|3530|56.9||3760000
Croatia|1948|4130|58.4||3790000
Croatia|1949|4440|59.3||3820000
Croatia|1950|4080|60.2||3850000
Croatia|1951|4150|60.4||3890000
Croatia|1952|3750|60.9||3920000
Croatia|1953|4050|61.4||3960000
Croatia|1954|4380|61.9||4000000
Croatia|1955|5140|62.4||4030000
Croatia|1956|4890|62.9||4060000
Croatia|1957|5760|63.3||4100000
Croatia|1958|5880|63.8||4130000
Croatia|1959|6360|64.2||4160000
Croatia|1960|6950|64.6||4190000
Croatia|1961|7410|65.0||4220000
Croatia|1962|7550|65.4||4250000
Croatia|1963|8300|65.8||4280000
Croatia|1964|9020|66.2||4300000
Croatia|1965|9220|66.5||4330000
Croatia|1966|9820|66.9||4350000
Croatia|1967|10100|67.2||4370000
Croatia|1968|10500|67.6||4390000
Croatia|1969|11200|67.9||4410000
Croatia|1970|11900|68.3||4420000
Croatia|1971|12800|68.6||4440000
Croatia|1972|13100|68.9||4450000
Croatia|1973|13600|69.1||4470000
Croatia|1974|14700|69.3||4480000
Croatia|1975|15000|69.7||4500000
Croatia|1976|15600|69.8||4520000
Croatia|1977|16800|70.1||4540000
Croatia|1978|18000|70.3||4560000
Croatia|1979|19000|70.6||4580000
Croatia|1980|19300|70.8||4600000
Croatia|1981|19200|70.9||4620000
Croatia|1982|19200|71.1||4650000
Croatia|1983|18800|71.2||4670000
Croatia|1984|19100|71.3||4690000
Croatia|1985|19000|71.4||4720000
Croatia|1986|19500|71.5||4740000
Croatia|1987|19400|71.7||4760000
Croatia|1988|19200|72.0||4770000
Croatia|1989|18900|72.3||4780000
Croatia|1990|17500|72.5|153.0|4780000
Croatia|1991|13700|71.0|160.0|4760000
Croatia|1992|12200|71.8|166.0|4730000
Croatia|1993|11300|72.8|166.0|4700000
Croatia|1994|11900|73.4|159.0|4660000
Croatia|1995|12800|73.1|153.0|4620000
Croatia|1996|13700|73.5|145.0|4570000
Croatia|1997|14700|73.4|139.0|4530000
Croatia|1998|15000|73.8|132.0|4490000
Croatia|1999|14900|74.0|123.0|4460000
Croatia|2000|15600|74.5|113.0|4430000
Croatia|2001|16800|74.8|104.0|4410000
Croatia|2002|17600|74.9|98.1|4400000
Croatia|2003|18600|74.9|94.3|4390000
Croatia|2004|19300|75.5|91.7|4380000
Croatia|2005|20100|75.5|87.7|4380000
Croatia|2006|21100|75.8|86.4|4370000
Croatia|2007|22200|75.7|82.5|4360000
Croatia|2008|22700|75.8|80.1|4350000
Croatia|2009|21000|76.4|76.7|4340000
Croatia|2010|20800|76.8|73.9|4330000
Croatia|2011|20800|77.0|71.1|4310000
Croatia|2012|20300|77.3|68.9|4300000
Croatia|2013|20300|77.8|66.1|4280000
Croatia|2014|20400|77.8|63.5|4260000
Croatia|2015|21000|77.6|63.5|4230000
Croatia|2016|21900|78.3|63.1|4210000
Croatia|2017|22800|78.5||4180000
Croatia|2018|23600|78.7||4160000
Croatia|2019|24500|78.8||4130000
Croatia|2020|25300|79.0||4110000
Croatia|2021|26200|79.1||4080000
Croatia|2022|27000|79.3||4060000
Croatia|2023|27800|79.4||4040000
Croatia|2024|28500|79.6||4020000
Croatia|2025|29300|79.8||3990000
Croatia|2026|30100|79.9||3970000
Croatia|2027|30800|80.1||3950000
Croatia|2028|31600|80.2||3920000
Croatia|2029|32300|80.4||3900000
Croatia|2030|33000|80.5||3880000
Croatia|2031|33700|80.7||3850000
Croatia|2032|34400|80.9||3830000
Croatia|2033|35100|81.0||3810000
Croatia|2034|35800|81.2||3780000
Croatia|2035|36600|81.3||3760000
Croatia|2036|37300|81.5||3730000
Croatia|2037|38100|81.7||3710000
Croatia|2038|38800|81.8||3680000
Croatia|2039|39600|82.0||3650000
Croatia|2040|40400|82.1||3630000
Croatia|2041||82.3||3600000
Croatia|2042||82.4||3580000
Croatia|2043||82.6||3550000
Croatia|2044||82.7||3520000
Croatia|2045||82.9||3500000
Croatia|2046||83.0||3470000
Croatia|2047||83.2||3440000
Croatia|2048||83.3||3420000
Croatia|2049||83.5||3390000
Croatia|2050||83.6||3360000
Croatia|2051||83.7||3340000
Croatia|2052||83.9||3310000
Croatia|2053||84.0||3280000
Croatia|2054||84.1||3260000
Croatia|2055||84.2||3230000
Croatia|2056||84.4||3200000
Croatia|2057||84.5||3180000
Croatia|2058||84.6||3150000
Croatia|2059||84.7||3120000
Croatia|2060||84.8||3100000
Croatia|2061||85.0||3070000
Croatia|2062||85.1||3040000
Croatia|2063||85.2||3010000
Croatia|2064||85.3||2990000
Croatia|2065||85.4||2960000
Croatia|2066||85.5||2940000
Croatia|2067||85.7||2910000
Croatia|2068||85.8||2880000
Croatia|2069||85.9||2860000
Croatia|2070||86.0||2830000
Croatia|2071||86.1||2800000
Croatia|2072||86.2||2780000
Croatia|2073||86.3||2750000
Croatia|2074||86.5||2730000
Croatia|2075||86.6||2700000
Croatia|2076||86.7||2680000
Croatia|2077||86.8||2650000
Croatia|2078||86.9||2630000
Croatia|2079||87.0||2610000
Croatia|2080||87.1||2580000
Croatia|2081||87.2||2560000
Croatia|2082||87.3||2540000
Croatia|2083||87.4||2520000
Croatia|2084||87.5||2500000
Croatia|2085||87.6||2470000
Croatia|2086||87.8||2450000
Croatia|2087||87.9||2430000
Croatia|2088||88.0||2410000
Croatia|2089||88.1||2390000
Croatia|2090||88.2||2370000
Croatia|2091||88.3||2350000
Croatia|2092||88.4||2330000
Croatia|2093||88.5||2310000
Croatia|2094||88.6||2290000
Croatia|2095||88.7||2270000
Croatia|2096||88.8||2260000
Croatia|2097||88.9||2240000
Croatia|2098||89.0||2220000
Croatia|2099||89.2||2200000
Croatia|2100||89.3||2180000
Cuba|1800|902|32.2||272000
Cuba|1801|909|32.3||293000
Cuba|1802|917|32.5||316000
Cuba|1803|925|32.6||340000
Cuba|1804|932|32.7||366000
Cuba|1805|940|32.9||394000
Cuba|1806|948|33.0||425000
Cuba|1807|956|33.2||458000
Cuba|1808|964|33.3||493000
Cuba|1809|972|33.5||531000
Cuba|1810|980|33.6||550000
Cuba|1811|988|33.8||568000
Cuba|1812|996|33.9||578000
Cuba|1813|1010|34.1||582000
Cuba|1814|1010|34.2||585000
Cuba|1815|1020|34.3||588000
Cuba|1816|1030|34.4||592000
Cuba|1817|1040|34.5||595000
Cuba|1818|1050|34.6||598000
Cuba|1819|1060|34.7||607000
Cuba|1820|1070|35.0||622000
Cuba|1821|1070|35.4||644000
Cuba|1822|1080|35.7||672000
Cuba|1823|1090|36.1||707000
Cuba|1824|1100|36.4||744000
Cuba|1825|1110|36.2||783000
Cuba|1826|1120|36.1||824000
Cuba|1827|1130|35.9||867000
Cuba|1828|1140|35.8||913000
Cuba|1829|1150|35.6||950000
Cuba|1830|1150|35.7||978000
Cuba|1831|1150|35.9||998000
Cuba|1832|1150|36.0||1010000
Cuba|1833|1150|36.2||1010000
Cuba|1834|1150|36.3||1010000
Cuba|1835|1150|36.4||1010000
Cuba|1836|1150|36.4||1010000
Cuba|1837|1160|36.5||1010000
Cuba|1838|1160|36.5||1010000
Cuba|1839|1160|36.6||1010000
Cuba|1840|1160|36.5||1020000
Cuba|1841|1160|36.4||1030000
Cuba|1842|1160|36.2||1040000
Cuba|1843|1160|36.1||1060000
Cuba|1844|1160|36.0||1080000
Cuba|1845|1180|36.0||1090000
Cuba|1846|1200|36.1||1110000
Cuba|1847|1230|36.1||1130000
Cuba|1848|1250|36.2||1150000
Cuba|1849|1270|36.2||1170000
Cuba|1850|1290|36.3||1190000
Cuba|1851|1310|36.3||1210000
Cuba|1852|1330|36.4||1230000
Cuba|1853|1360|36.4||1250000
Cuba|1854|1380|36.5||1270000
Cuba|1855|1400|36.5||1290000
Cuba|1856|1420|36.5||1310000
Cuba|1857|1440|36.6||1330000
Cuba|1858|1460|36.6||1360000
Cuba|1859|1480|36.6||1370000
Cuba|1860|1510|36.2||1380000
Cuba|1861|1530|35.9||1390000
Cuba|1862|1550|35.5||1390000
Cuba|1863|1570|35.2||1380000
Cuba|1864|1580|34.8||1380000
Cuba|1865|1600|33.8||1370000
Cuba|1866|1610|32.7||1370000
Cuba|1867|1630|31.7||1360000
Cuba|1868|1640|30.6||1350000
Cuba|1869|1660|29.6||1350000
Cuba|1870|1670|29.7||1360000
Cuba|1871|1690|29.7||1360000
Cuba|1872|1700|29.8||1380000
Cuba|1873|1720|29.9||1400000
Cuba|1874|1730|29.9||1420000
Cuba|1875|1750|31.1||1440000
Cuba|1876|1760|32.3||1460000
Cuba|1877|1780|33.5||1480000
Cuba|1878|1800|34.7||1500000
Cuba|1879|1810|35.9||1520000
